Ecosystem Name,Type,Count
ectothermic terrestrial vertebrate ecosystems,terrestrial,1
infralittoral rocky bottom,marine,1
natural habitat of eastern bluebirds,terrestrial,1
marine urban systems,marine,1
coastal lake ecosystem,aquatic,1
forests and urban trees,terrestrial,1
oceanic ecosystems,marine,1
Mediterranean ecosystem,terrestrial/aquatic,1
marsh areas,aquatic,1
Protected areas in South America,terrestrial,1
semi-desert,terrestrial,1
Pacific island ecosystem,terrestrial,1
Kruger National Park ecosystem,terrestrial,1
regional landscapes,terrestrial,1
coastal sage scrub,terrestrial,1
bushland,terrestrial,1
semiarid sandy grasslands with wood steppe patches,terrestrial,1
Atlantic coral reef,marine,1
solanaceous crops ecosystem,terrestrial,1
herbaceous ecosystems,terrestrial,1
estuarine food web,aquatic,1
Mediterranean subtidal systems,marine,1
Lake Basin of the Doce River,aquatic,1
Mauritian island ecosystem,terrestrial,1
Andean lake ecosystem,aquatic,1
New World,terrestrial,2
invaded community,-,1
European forestry industry,terrestrial,1
islands,terrestrial,1
continents,terrestrial,1
crop ecosystem,terrestrial,1
Scalesia Forest,terrestrial,1
mud-flats,aquatic,1
aquatic ecosystem in Armand Bayou,aquatic,1
Land snail holobiont,terrestrial,1
garden,terrestrial,1
riparian system,aquatic,1
Deep-sea,aquatic,1
littoral food web,aquatic,1
shallow water marine ecosystem,marine,1
Mauritian ecosystem,terrestrial,1
Rhine River ecosystem,aquatic,1
oak forest ecosystem,terrestrial,1
coniferous forests,terrestrial,3
Papahānaumokuākea Marine National Monument,marine,1
Himalayan alpine ecosystem,terrestrial,1
fresh water environments,aquatic,1
Appalachian headwater streams,aquatic,1
seabird nesting island ecosystem,terrestrial,1
sub-tropics,terrestrial,1
honeybee hive ecosystem,terrestrial,1
Circumpolar Deep Water (CDW),marine,1
coral-reef ecosystems,marine,1
Rainforest,terrestrial,1
Maquis shrubland,terrestrial,1
vegetation community,terrestrial,1
saltmarsh wetland,aquatic,1
Neotropical wetland,aquatic,1
mesic savannas,terrestrial,2
natural conditions,-,1
freshwater food web,aquatic,1
upper Danube River ecosystem,aquatic,1
New England salt marshes,aquatic,1
salt marsh ecosystems,terrestrial,1
croplands,terrestrial,1
Caribbean ecosystem,marine,1
tussock grasslands and pasture grasslands,terrestrial,1
tropical dry forest,terrestrial,1
estuaries and coastal lagoons,aquatic,1
shallow water ecosystems,aquatic,1
Mediterranean biome,terrestrial,1
dry sclerophyll forest,terrestrial,1
river basin,aquatic,2
date palm cultivation ecosystem,terrestrial,1
agricultural and natural ecosystems,terrestrial,1
Mediterranean mountain ecosystem,terrestrial,1
Iberian aquatic communities,aquatic,1
irrigation canal ecosystem,aquatic,1
global biodiversity,terrestrial,1
Madagascar ecosystem,terrestrial,1
subarctic mountain ecosystem,terrestrial,1
newly established habitat,-,1
Forests,terrestrial,3
Eastern North America ecosystem,terrestrial,1
Bahamian coral reef patches,marine,1
horticultural crop ecosystem,terrestrial,1
agricultural pond ecosystem,aquatic,1
floodplain forests,terrestrial,2
Irish small mammal community,terrestrial,1
Great American Biotic Interchange (GABI),-,1
green roof ecosystem,terrestrial,1
montane wet forest,terrestrial,1
lowland dry forest,terrestrial,1
None,-,1
Ecosystem in Southern Florida,aquatic,1
cultivated corn ecosystem,terrestrial,1
Caribbean Basin,marine,1
North American desert ecosystem,terrestrial,1
intertidal zonation pattern,marine,1
Lake Washington Plankton Community,aquatic,1
terrestrial landscape,terrestrial,1
coastal sage scrub and chaparral communities,terrestrial,1
Tasmanian forest ecosystem,terrestrial,1
honeybee colony,terrestrial,1
North American aquatic ecosystems,aquatic,1
Rocky Mountain Ecosystem,terrestrial,1
complex landscape,terrestrial,1
inland water bodies,aquatic,1
coralligenous reef,marine,1
tropical island dry landscape,terrestrial,1
Ecosystem,-,2
lawn ecosystem,terrestrial,1
oceanic island,terrestrial,1
Mediterranean citrus production,terrestrial,1
Tropical Ecosystem,aquatic,1
global terrestrial,terrestrial,1
various ecosystems in the United States,-,1
plant-bee interaction network,terrestrial,1
agro-forestry mosaic,terrestrial,1
terrestrial environment,terrestrial,1
Pantanal ecosystem,terrestrial,1
freshwater ecosystems of Patagonia,aquatic,1
urban greenspace,terrestrial,1
natural and anthropic ecosystems,terrestrial,1
pollination network,terrestrial,1
Freshwater watershed,aquatic,1
Columbia River aquatic ecosystem,aquatic,1
arid-mediterranean ecotone,terrestrial,1
mangrove ecosystems,aquatic,1
brackish water,aquatic,2
Woody Ornamental Ecosystem,terrestrial,1
Amazonian coast,aquatic,1
areas with high topographic complexity,terrestrial,1
aquatic biosphere,aquatic,1
urban estuary ecosystem,aquatic,1
cereal croplands,terrestrial,1
Global ecosystem,terrestrial,1
mixed-grass prairie,terrestrial,1
agricultural and ruderal,terrestrial,1
mangrove wetlands,aquatic,1
urban forestry ecosystem,terrestrial,1
Everglades,terrestrial,1
tallgrass prairies,terrestrial,1
climatic and ecological conditions in Germany,terrestrial,1
urban woodlands,terrestrial,2
vineyard ecosystem,terrestrial,2
oligohaline marshes,aquatic,1
grassland floodplains,terrestrial,1
savanna woodlands,terrestrial,1
coastal shrubs,terrestrial,1
deep-reef,marine,1
coastal waters,marine,3
Honghe-Hani landscape,terrestrial,1
cyprinid fisheries,aquatic,1
silvicultural ecosystem,terrestrial,1
suburban wetland conservation area,terrestrial,1
Floodplain lake fish communities,aquatic,1
Brazilian ecosystems,terrestrial,1
Mexican ecosystem,-,1
western watersheds,aquatic,1
high Andean wetlands,aquatic,1
mountain herding systems,terrestrial,1
Atlantic Forest wetlands,aquatic,1
vineyards,terrestrial,2
large river valleys,aquatic/terrestrial,1
scrublands,terrestrial,1
subtropical needle-leaved forests,terrestrial,1
Rainfall gradient ecosystems,terrestrial,1
Hawaiian forest,terrestrial,2
upland pastures,terrestrial,1
Mississippi River basin ecosystem,aquatic,1
grassland reserve,terrestrial,1
Neotropical ecosystem,terrestrial,1
semi-aquatic and aquatic ecosystems,aquatic,1
tropical reef,marine,1
Everglades,aquatic/terrestrial,1
pedo-climatic ecosystem,terrestrial,1
intertidal rock pools,marine,1
coastal sand dune ecosystem,terrestrial,1
Latin America,-,1
coastal regions in China,terrestrial,1
pastures and rangelands,terrestrial,1
highland ecosystem,terrestrial,2
urban grasslands,terrestrial,1
ground cover ecosystem,terrestrial,1
mixed-evergreen and deciduous forests,terrestrial,1
continental European rhithral rivers,aquatic,1
karst ecosystem,terrestrial,1
beekeeper-related ecosystem,terrestrial,1
invaded ecosystems,aquatic/terrestrial/marine,1
sedimentary shoreline ecosystem,marine,1
river and estuarine systems,aquatic,1
tropical and subtropical zones,terrestrial,1
ecosystem invaded by Leucanthemum vulgare,-,1
temperate prairie ecoregion,terrestrial,1
High Himalayas,terrestrial,1
Not Specified,-,1
native species and ecosystems,terrestrial,1
protected ecosystems,-,2
indigenous forest,terrestrial,1
riverbank vegetation,terrestrial,1
natural and agricultural ecosystems,terrestrial,1
Terrestrial biodiversity,terrestrial,1
Agricultural systems,terrestrial,1
Rocky shore ecosystem,marine,1
coastal lagoons,aquatic,1
coastal temperate ecosystems,marine,1
Mediterranean coastal lagoons,marine,1
subtidal communities,aquatic,1
river valley,aquatic,1
grass-meadow steppe,terrestrial,1
Riverine Ecosystem,aquatic,2
Brazilian Atlantic forest,terrestrial,1
South American deserts,terrestrial,1
soft-bottom ecosystem,marine,1
Lake Marmara ecosystem,aquatic,1
European temperate forest,terrestrial,1
saltmarsh,terrestrial,2
urban trees ecosystems,terrestrial,1
oyster reef ecosystems,aquatic,1
landmass ecosystems,terrestrial,1
ecosystems,aquatic,1
brackish lagoon ecosystems,aquatic,1
steppe zone,terrestrial,2
Natura 2000 habitats,-,1
homegardens,terrestrial,1
Tropical Premontane Forest,terrestrial,1
shallow lake,aquatic,1
mountain protected area,terrestrial,1
subterranean ecosystem,terrestrial,1
Mexican aquatic systems,aquatic,1
Orinoco River basin,aquatic,1
Dry Tropical Forest biome,terrestrial,1
Reef ecosystem,aquatic,3
Veracruz Reef System,marine,1
Gran Chaco Sudamericano,terrestrial,1
Java Sea Ecosystem,aquatic,1
Subarctic ecosystem,terrestrial,1
region’s ecosystem,-,1
Doce River ecosystem,aquatic,1
coastal reef ecosystem,marine,1
hypersaline estuaries,aquatic,1
hardwood floodplain forests,terrestrial,1
Cu Lao Cham Biosphere Reserve,terrestrial/aquatic,1
freshwater marsh ecosystem,aquatic,1
global aquaculture industry,aquatic,1
Spanish Mediterranean coastal ecosystem,terrestrial,1
Western Mediterranean biogeographic subregion,terrestrial,2
Mediterranean wetlands,aquatic,1
neotropical savannas,terrestrial,1
Amazon Region,aquatic,1
Neotropical floodplain ecosystem,aquatic,1
Campos Sulinos,terrestrial,1
Atlantic Forest biome,terrestrial,2
Pampa biome,terrestrial,2
natural regeneration areas,terrestrial,1
ecosystems in China,-,1
lowland stream,aquatic,1
Upper-Paraná Atlantic forest,terrestrial,1
riparian native forest,terrestrial,1
rural region of Goiás,terrestrial,1
urban area in the state of Rio de Janeiro,terrestrial,1
Deciduous Forest,terrestrial,1
campo-cerrado,terrestrial,1
Atlantic Forest Biome,terrestrial,1
neotropical savanna,terrestrial,1
Neotropical Savanna,terrestrial,1
Atlantic Forest lake ecosystem,aquatic,1
Neotropical shallow lagoon ecosystem,aquatic,1
temporary high-altitude lake,aquatic,1
Neotropical lentic environments,aquatic,1
litoral brasileiro,marine,1
cultivated areas,terrestrial,1
forestry plantations,terrestrial,1
Large Patagonian river,aquatic,1
Brazilian Atlantic Rainforest,terrestrial,1
Pampa,terrestrial,2
areas reserved for plant conservation,terrestrial,1
Estuarine,aquatic,1
Amazon River ecosystem,aquatic,1
continental aquatic bodies,aquatic,1
cornfield ecosystem,terrestrial,1
citrus ecosystem,terrestrial,1
dry savanna,terrestrial,1
Great Plains Ecosystem,terrestrial,1
northern United States,terrestrial,1
southern United States,terrestrial,1
mediterranean climate ecosystem,terrestrial,1
drier and wetter upland areas,terrestrial,1
understory plant ecosystem,terrestrial,1
North American understory plant ecosystem,terrestrial,1
disturbed Colorado landscape,terrestrial,1
ecosystem services,-,2
San Clemente Island,terrestrial,1
South American ecosystems,terrestrial,1
polder waters,aquatic,1
rocky intertidal communities,marine,2
intertidal communities,marine,1
oceanic,marine,1
high alpine communities,terrestrial,1
amphibian habitats,terrestrial,1
Patagonian freshwater environment,aquatic,1
aquatic ecosystems in Iran,aquatic,1
Wetland ecosystem,aquatic,2
Biodiverse ecosystems,terrestrial,1
miombo woodland,terrestrial,1
Western Cape Water Supply System ecosystem,terrestrial,1
herpetological and formicid community,terrestrial,1
N/A,N/A,1
ruderal biotopes,terrestrial,1
sand dunes,terrestrial,1
agricultural field,terrestrial,1
Lakes Ecosystem,aquatic,1
River Don estuary,aquatic,1
Caribbean marine ecosystem,marine,2
natural ecosystem,aquatic,1
midgrass prairie,terrestrial,1
Mojave Desert ecosystem,terrestrial,1
watershed ecosystem,aquatic,1
inland lakes,aquatic,1
urbanizing landscape,terrestrial,1
California grassland,terrestrial,1
private residential gardens,terrestrial,1
public parklands,terrestrial,1
old-field,terrestrial,1
arid grassland ecosystem,terrestrial,1
northern hardwood forests,terrestrial,2
pollination,terrestrial,1
trophic ecosystem,aquatic,1
mixed evergreen forests,terrestrial,1
forest understories,terrestrial,1
Brazilian ant communities,terrestrial,1
"shallow, fishless lakes",aquatic,1
marine net-pen salmon aquaculture,marine,1
food web,ecological community,1
citrus-growing ecosystem,terrestrial,1
invasive-dominated ecosystems,-,1
native-dominated ecosystems,-,1
Iberian streams,aquatic,1
California coastal forests,terrestrial,1
greenhouse,terrestrial,2
new systems,aquatic,1
native and managed ecosystems,terrestrial,1
warm and dry environments,terrestrial,1
pyrogenic systems,terrestrial,1
subarctic lakes,aquatic,1
community ecosystem,terrestrial,1
plant-pollinator communities,terrestrial,1
Australian tropical savannah,terrestrial,1
mid-elevation mountain ecosystems,terrestrial,1
high-elevation mountain ecosystems,terrestrial,1
polar ecosystems,terrestrial/marine,1
ocean beaches,marine,1
Tasmania's ecosystem,terrestrial,1
temperate deciduous forest,terrestrial,2
invaded aquatic ecosystem,aquatic,1
mixed grass prairie,terrestrial,1
pastoral zones,terrestrial,1
human-modified ecosystems,terrestrial,1
pasture and rangeland,terrestrial,1
ponderosa pine forests,terrestrial,1
Sagebrush Steppe,terrestrial,1
aquatic ecosystems in the southeastern United States,aquatic,1
shade coffee plantation,terrestrial,1
Andean forests,terrestrial,1
tropical lowland,terrestrial,1
Coastal Ecosystems,marine,1
aspen forest,terrestrial,1
seasonal submontane woodlands,terrestrial,1
aspen-poplar forest,terrestrial,1
bluestem prairie,terrestrial,1
highlands ecosystem,terrestrial,1
fluvial ecosystems,aquatic,1
Temperate zonobiome,terrestrial,1
Tropical zonobiome,terrestrial,1
Mediterranean zonobiome,terrestrial,1
Subtropical zonobiome,terrestrial,1
Arctic,terrestrial/marine,1
umbel plants,terrestrial,1
variety of landscapes and elevations,terrestrial,1
artificial habitats,terrestrial,1
Novi Sad ecosystem,terrestrial,1
natural habitats,-,1
city ecotone,terrestrial,1
riparian poplar-willow forest,terrestrial,1
riparian forest community,terrestrial,1
Flora of Poland,terrestrial,1
open Mediterranean Sea,marine,1
Sivas aquatic systems,aquatic,1
coastal desert ecosystems,terrestrial,1
Lithuanian inland waters,aquatic,1
Ворскла Forest,terrestrial,1
Белогорье,terrestrial,1
insect communities,terrestrial,1
semi-arid parts of the world,terrestrial,1
invaded vegetation,terrestrial,1
EU ecosystems,terrestrial,1
Coastal Ocean,marine,1
coastal Mediterranean,aquatic,1
Chesapeake Bay ecosystem,aquatic,2
Hawaiian Islands Ecosystem,terrestrial,1
tropical island ecosystems,terrestrial,1
anchialine pond ecosystems,aquatic,1
degraded sites,terrestrial,1
Pacific dry forest,terrestrial,1
neotropical dry forest,terrestrial,1
rain forest,terrestrial,1
small island ecosystems,terrestrial,1
insular forests,terrestrial,1
"human-dominated environments, natural areas, and islands",terrestrial,1
Hawaiian lowland rain forests,terrestrial,1
agricultural environments,terrestrial,1
Neotropical,terrestrial,1
subtropical,terrestrial,1
Groot Marico Freshwater Ecosystem Priority Area,aquatic,1
Mount Sibuatan ecosystem,terrestrial,1
potato ecosystem,terrestrial,1
steppe ecosystem,terrestrial,1
dry sand prairie,terrestrial,1
degraded hay field,terrestrial,1
wet zone forest,terrestrial,1
dry zone ecosystem,terrestrial,1
coastal ecosystem of the Baltic Sea,aquatic,1
pet trade environment,terrestrial,1
native woodland,terrestrial,1
inland superficial waters,aquatic,1
Slavonian floodplain pasture,terrestrial,1
island environment,terrestrial,1
Arctic ecosystems,terrestrial,1
polar and subpolar regions,terrestrial,1
rocky subtidal ecosystems,marine,2
Mollusc aquaculture ecosystem,aquatic,1
salmon aquaculture,aquatic,1
North Atlantic,marine,1
northwest Atlantic,marine,1
subtidal rocky reefs,marine,1
Southern Ocean shelf,marine,1
rocky intertidal system,aquatic,1
shallow rocky subtidal ecosystems,aquatic,1
novel ecosystem,marine,1
Brazilian reef ecosystem,marine,1
estuarine ecosystem,marine,2
Atlantic reefs,marine,1
Bay ecosystem,aquatic,1
coastal marshlands,aquatic,1
artificial reef system,marine,1
temperate seaweed communities,marine,1
seagrass ecosystem,aquatic,1
soft substratum ecosystem,marine,1
oyster reef ecosystem,marine,1
Belarusian flora,terrestrial,1
second-growth forests,terrestrial,1
Mojave and Great Basin Deserts,terrestrial,1
laguna Leonero ecosystem,aquatic,1
pelagic zone of Lake Constance,aquatic,1
Wetlands,aquatic/terrestrial,1
Great Lakes basin,aquatic,1
New Zealand archipelago ecosystem,terrestrial,1
neotropical ecosystem,terrestrial,1
terrestrial ecology,terrestrial,1
Karst ecosystem,terrestrial,1
brackish waters,aquatic,1
Amazon,aquatic,1
nature reserves,terrestrial,1
metapopulation,aquatic,1
native communities,terrestrial,2
Forests dominated by EM symbiosis,terrestrial,1
black ash forested wetlands,aquatic,1
introduced Australian range,terrestrial,1
northern Adriatic Sea ecosystem,marine,1
Large Marine Ecosystem (LME),marine,1
mesophotic reefs,marine,1
Coastal Ecosystem,marine,1
benthic ecosystems,aquatic,1
eco-climatic regions,terrestrial,1
humid tropical forest,terrestrial,1
savanna ecosystems,terrestrial,1
natural grassland ecosystems,terrestrial,1
tropical mixed forests,terrestrial,1
stored-grain ecosystem,terrestrial,1
high mountain shallow lakes,aquatic,1
ash forest,terrestrial,1
aquatic macrophytes,aquatic,1
novel environments,-,1
middle marshes,terrestrial,1
aquatic ecosystem of Mantua lakes,aquatic,1
Lake ecosystem,aquatic,1
coastal intertidal wetlands,aquatic,1
amphibian ecosystems,aquatic/terrestrial,1
Agricultural Maize Fields,terrestrial,1
alpine grasslands,terrestrial,1
artificial nest ecosystem,terrestrial,1
Lacustrine Ecosystem,aquatic,1
Mediterranean urban area,terrestrial,1
wild animal ecology,-,1
Canary marine ecosystem,marine,1
temperate extensive seminatural grassland,terrestrial,1
natural forest ecotones,terrestrial,1
arboreal ecosystems,terrestrial,1
dynamic ecosystems of South Korea,terrestrial,1
high-latitude ecosystems,aquatic,1
Caatinga,terrestrial,2
various ecosystems on islands,terrestrial,1
eastern Mediterranean ecosystem,marine,1
western Atlantic Ocean ecosystem,marine,1
West African towns and villages,terrestrial,1
European Waterways,aquatic,1
Coastal Sand Dune System,terrestrial,1
Mediterranean Ecosystem,terrestrial,1
Canary Islands,terrestrial,1
ecological networks,terrestrial,1
Lake Baikal ecosystem,aquatic,1
metal-polluted area ecosystem,terrestrial,1
native herbaceous plant communities,terrestrial,1
Daba Mountain ecosystem,terrestrial,1
riverine reservoir,aquatic,1
wetlands,terrestrial,1
bird communities on Oahu,terrestrial,1
pan-tropical ecosystem,terrestrial,1
Iberian aquatic ecosystems,aquatic,1
river systems,aquatic,2
Hemlock forest,terrestrial,1
Gulf of Mexico coastal region,terrestrial,1
Portuguese Forest,terrestrial,1
forest and urban ecosystems,terrestrial,1
remnant urban forests,terrestrial,1
dynamic environment,-,1
evergreen secondary forest,terrestrial,1
lowland wetland forest,aquatic,1
New England forests,terrestrial,1
Planted forests,terrestrial,1
mixed-hardwood forests,terrestrial,2
temperate floodplain and swamp forests,terrestrial,1
forestlands,terrestrial,1
cypress ecosystem,terrestrial,1
Mediterranean forest ecosystems,terrestrial,1
Pinus radiata plantation landscape,terrestrial,1
local aquatic ecosystems,aquatic,2
aquatic ecosystem in southern Portugal,aquatic,1
alpine vegetation communities,terrestrial,1
urbanized wetlands,aquatic,1
Agricultural ecosystem,terrestrial,2
Urban areas,terrestrial,1
cherimoya ecosystem,terrestrial,1
Maize field ecosystem,terrestrial,1
agro-forestry systems,terrestrial,1
pistachio agricultural ecosystem,terrestrial,1
citrus agroecosystem,terrestrial,1
oil palm ecosystem,terrestrial,1
date ecosystem,terrestrial,1
coconut ecosystem,terrestrial,1
LRGV ecosystems,terrestrial,1
managed ecosystems,terrestrial,1
coastal mudflat wetland,aquatic/terrestrial,1
Forests of Northeastern USA,terrestrial,1
New England,terrestrial,1
perennial tree crops,terrestrial,1
temperate and subtropical growing regions,terrestrial,1
macroalgal Korean habitat,marine,1
Coffee-producing ecosystems,terrestrial,1
Hawaiian ecosystems,terrestrial,1
Mediterranean coastal dunes,terrestrial,1
ornamental landscapes,terrestrial,1
Lake Grand Laoucien ecosystem,aquatic,1
highly productive ecosystems,marine,1
belowground,terrestrial,1
peri-urban environment,terrestrial,1
human health system,terrestrial,1
lowland grassy woodlands,terrestrial,1
various ecosystems in Greece,-,1
aquatic plant communities,aquatic,1
non-urban ecosystem,terrestrial,1
aquatic and riparian ecosystems,aquatic,1
rice paddy fields,terrestrial,1
ecological network,-,1
pasture ecosystem,terrestrial,2
invaded stands,terrestrial,1
urban forest fragments,terrestrial,1
native prairies,terrestrial,1
ecosystem,terrestrial,1
affected areas,-,1
grasslands ecosystem,terrestrial,1
softwood plantations,terrestrial,1
vegetation canopy,terrestrial,1
Colorado River,aquatic,1
coastal dune ecosystems,terrestrial,1
Hawaiian Rainforest,terrestrial,1
dune ecosystems,terrestrial,1
local ecological environment,aquatic,1
arid lands,terrestrial,1
urban riparian forests,terrestrial,1
agricultural environment,terrestrial,2
River Nile ecosystem,aquatic,1
wetland marsh,aquatic,1
local ecological environment,terrestrial,1
native habitats,terrestrial,1
non-native habitats,terrestrial,1
semitarid regions,terrestrial,2
semi-natural grassland ecosystem,terrestrial,1
early-successional hardwood forest,terrestrial,1
Iberian river ecosystem,aquatic,1
lotic systems,aquatic,1
Northwest Mediterranean Sea,marine,1
cold spring ecosystem,aquatic,1
Po River valley,aquatic,1
eastern Mediterranean,marine,1
northern European waters,aquatic,1
Eastern Mediterranean ecosystem,marine,1
Black Sea ecosystem,aquatic,1
benthic assemblages,aquatic,1
sheltered shore ecosystem,marine,1
tidal bay ecosystem,aquatic,1
shellfish aquaculture regions,aquatic,1
continental United States,terrestrial,1
North American freshwater systems,aquatic,1
Lake Mead Ecosystem,aquatic,1
tidal freshwater ecosystem,aquatic,1
Mussel aquaculture,aquatic,1
Volcanic lake ecosystem,aquatic,1
North Sea,marine,1
Alaskan waters ecosystem,aquatic,1
Pacific waters ecosystem,marine,1
lakes and ponds,aquatic,1
bay,aquatic,1
Atlantic Ocean Ecosystem,marine,1
Scandinavian coastal areas,aquatic,1
Aquaculture ecosystem,aquatic,1
New Zealand lakes,aquatic,1
Northern European waters,marine,1
rocky shores,marine,1
coastal Patagonian ecosystems,aquatic,1
fouling communities,aquatic,1
Baltic Sea Ecosystem,aquatic,2
inland waterways,aquatic,1
Northwest Atlantic waters,marine,1
northern Baltic Sea ecosystem,aquatic,1
littoral zone,aquatic,1
Irish aquatic ecosystem,aquatic,1
Red Sea marine ecosystem,marine,1
coastal lakes,aquatic,1
Estuary ecosystem,aquatic,2
aquatic ecosystem in the Netherlands,aquatic,1
boreal lakes ecosystem,aquatic,1
freshwater and brackish ecosystem,aquatic,1
fluvial lake ecosystem,aquatic,1
Baltic coastal ecosystem,marine,1
Fjord Ecosystem,marine,1
lentic freshwater ecosystem,aquatic,1
Coastal Patagonia,marine,1
Venice Lagoon Ecosystem,aquatic,1
sedimentary coastal ecosystem,aquatic,1
marine Mediterranean ecosystems,marine,1
tropical rocky shores,marine,1
Danube and Dniester basins,aquatic,1
open water ecosystems,aquatic,1
Rocky shore,marine,1
Fjord ecosystem,aquatic,1
artificially heated area,aquatic,1
northeast Atlantic,marine,1
Indonesian archipelago,aquatic,1
central Mediterranean ichthyofauna,marine,1
North American aquatic ecosystem,aquatic,1
Pacific Ocean,marine,1
hypogean environment,aquatic,1
Lake Mälaren Ecosystem,aquatic,1
central Mediterranean,marine,1
Eastern Tropical Pacific (ETP),aquatic,1
Caribbean region,terrestrial,1
Libyan coastal ecosystem,marine,1
Sicilian waters,marine,1
Ria Formosa lagoon,aquatic,1
Guadiana estuary,aquatic,1
upland zones,terrestrial,1
inland water system,aquatic,1
English Channel ecosystem,marine,1
Artificial reservoir ecosystem,aquatic,1
aquaculture area,aquatic,1
Estonian freshwater ecosystems,aquatic,1
Mediterranean coastal waters,marine,1
European marine waters,marine,1
Atlantic Ocean,marine,2
temperate regions of Europe,terrestrial,1
Shallow waters around Iceland,aquatic,1
Dinaric karst area,aquatic,1
Yangtze River basin,aquatic,1
Tyrrhenian Sea,marine,1
brackish ecosystem,aquatic,1
Saharan biotope,terrestrial,1
Lakes of Shannon,aquatic,1
northeast Atlantic Ocean,marine,1
cultivated area,terrestrial,1
marine waters of Cyprus,marine,1
Madeira coastal waters,marine,1
water courses with the Ranunculion vegetation,aquatic,1
Italian inland waters,aquatic,1
southern Mediterranean Sea,aquatic,1
Red Sea,aquatic,1
eastern Atlantic and Mediterranean Sea,marine,1
aquaculture environment,aquatic,1
European seas,marine,1
recreational water bodies,aquatic,1
river catchment ecosystem,aquatic,1
Lake Tahoe aquatic ecosystem,aquatic,1
subantarctic waters,marine,1
temperate waters,marine,1
coral reef system,marine,1
harbours,marine,1
angling lake,aquatic,1
inland freshwaters,aquatic,1
mariculture areas,aquatic,1
reefs ecosystem,marine,1
coastal fouling communities,marine,1
Eelgrass meadows,aquatic,1
eelgrass meadow,marine,1
breeding habitat,aquatic,1
headwater stream,aquatic,1
Western ecosystems,terrestrial,1
Rangelands,terrestrial,1
Croplands,terrestrial,1
Terrestrial environment of the High Arctic,terrestrial,1
South of Lebanon Ecosystem,terrestrial,1
Malagasy lowland rainforest,terrestrial,1
coniferous ecosystem,terrestrial,1
lowland floodplains,terrestrial,1
Salt Marshes,aquatic,1
marshes,aquatic,1
resident community,-,1
Common Mycelial Networks (CMNs),terrestrial,1
arid and semiarid ecosystem,terrestrial,1
natural environment,terrestrial,1
sagebrush steppe ecosystems,terrestrial,1
Velika plaža sandy beach community,terrestrial,1
forests with pine trees,terrestrial,1
forest biodiversity,terrestrial,1
eucalypt ecosystem,terrestrial,1
urban Mediterranean forest,terrestrial,1
hemlock communities,terrestrial,1
surrounding ecosystems,-,1
mountain lakes ecosystem,aquatic,1
river basins,aquatic,1
Mediterranean-type,terrestrial,1
arid climate,terrestrial,1
agricultural lands,terrestrial,1
Eastern Highlands wetlands,aquatic,1
Taiga,terrestrial,1
Bermuda Islands Ecosystem,terrestrial,1
Canary Islands ecosystems,terrestrial,1
protected natural areas,terrestrial,1
Italian dune ecosystems,terrestrial,1
socio-economic systems,-,1
ecological services,-,1
field,terrestrial,1
urban nature reserves,terrestrial,1
Ecological communities,terrestrial,1
old-growth forest ecosystem,terrestrial,1
worldwide ecosystems,aquatic,1
Inland Waters,aquatic,1
Marine Ecosystems,marine,1
European lakes,aquatic,1
native range ecosystem,terrestrial,1
natural resources,terrestrial,1
agricultural resources,terrestrial,1
Panama Canal watershed ecosystem,terrestrial,1
tidal marsh ecosystem,aquatic,1
palm forest ecosystem,terrestrial,1
temperate rain forests,terrestrial,1
Western Ghats,terrestrial,1
ecological communities,-,1
suburban,terrestrial,1
seminatural,terrestrial,1
boreal forest system,terrestrial,1
Intermountain West valley ecosystems,terrestrial,1
ecosystem services,aquatic/terrestrial/marine,1
low elevation forest,terrestrial,1
savanna protected area,terrestrial,1
tree invasions,terrestrial,1
Various ecosystems worldwide,-,1
lowland forests currently dominated by C. sativa,terrestrial,1
unmanaged forest ecosystems,terrestrial,1
Kruger National Park Ecosystem,terrestrial,1
various environmental conditions,-,1
Ecosystem Services,terrestrial/aquatic,1
urban flore,terrestrial,1
Atlantic dune ecosystems,terrestrial,1
Not specified,-,1
Hawaiian tropical forest,terrestrial,1
reefs,marine,1
Offshore islands,terrestrial,1
fished ecosystems,aquatic,1
local ecosystems,-,1
perennial plantations,terrestrial,1
montane rainforest,terrestrial,1
mountain,terrestrial,1
New Caledonian terrestrial ecosystem,terrestrial,1
temperate forests of Western Europe,terrestrial,1
coastal strand,terrestrial,1
urban/suburban,terrestrial,1
Mountain ecosystem,terrestrial,1
agriculture ecosystem,terrestrial,1
Greece ecosystem,terrestrial,1
olive landscapes,terrestrial,1
evergreen closed-canopy rainforest,terrestrial,1
semi-deciduous scrub forest,terrestrial,1
North American ecosystems,-,1
multiple environments,-,1
small island ecosystems,-,1
aquatic or semi-aquatic,aquatic,1
vulnerable ecosystems,-,1
semitarid environments,terrestrial,1
agricultural and non-agricultural ecosystems,terrestrial,1
riparian areas,aquatic,1
mixed grassland-woodland ecosystems,terrestrial,1
endangered savannahs,terrestrial,1
CCR Ecosystem,terrestrial,1
arid and semi-arid tropical environments,terrestrial,1
European aquatic ecosystem,aquatic,1
ecosystem and vegetation,-,1
sagebrush habitat,terrestrial,1
industrialized site,terrestrial,1
South Europe supercolony,terrestrial,1
Pelagic Ecosystem,aquatic,1
habitats of the species’ native range,-,1
Greater Everglades Ecosystem,terrestrial,2
South Texas savannas,terrestrial,1
coastal-marine ecosystems,marine,1
plant-based ecosystems,terrestrial,1
