Relationship Name,Type,Count
impact on hydrologic conditions,ecological,1
symbiosis and infection,biological,1
dispersal and movement,anthropogenic,1
cluster transition,ecological,1
introduction and spread,biological/ecological,2
concern for conservation,ecological,1
avoid/protect approach,ecological,1
historical natural distribution,biological,1
taxonomic uncertainty distribution,biological,1
environmental influence,physical,2
host-microbiota,biological/ecological,1
microbiome comparison,ecological,1
Potential refugia,ecological,2
Long-term persistence habitat,ecological,1
Temperature-driven population dynamics,ecological,1
bioaccumulation impact,ecological,1
invasion and ecosystem impact,ecological,1
physiological impact,ecological,2
presence verification,biological,1
temperature effect on reproductive success,ecological,1
temperature-induced migration,ecological,1
distribution and genetic composition change,ecological,1
intensification of impacts,ecological,1
compensation,ecological,1
impact on bacterial community,ecological,1
impact on fungal community,ecological,1
invasion and proliferation,ecological,1
invasion trigger,ecological,1
host-microbiota,biological,2
host-bacteria interaction,ecological,2
environmental influence on bacteria,ecological,2
microbiota acquisition and modulation,biological,1
epibacterial establishment,ecological,1
salinity influence,physical,1
developmental,ecological,1
microbial composition influence,biological,1
impact of metamorphosis,biological,1
microbiome influence,ecological,1
destructive impact,ecological,1
physiological adaptation comparison,ecological,1
seed dispersal facilitation,ecological,1
adaptive trait,biological,1
stress tolerance comparison,physiological,1
interactions affecting growth,ecological,1
modification of thermal structure and dissolved oxygen,ecological,1
spatial and temporal stratification,ecological,1
species richness effect,ecological,1
functional group effect,ecological,1
minnows threaten quillworts,ecological,1
trout have minor impact on quillworts,ecological,1
minnows impact on fauna,ecological,1
impact on N cycle,ecological,1
N release comparison,ecological,1
comparative performance under salinity stress,ecological,1
competition for sporulation niche,ecological,1
impact on ash trees,ecological,1
epigenetic variation,biological,1
epigenetic differentiation,biological,1
neighboring species,ecological,1
existing population,ecological,1
greater reinvasion and cover,ecological,1
increased cover and richness,ecological,1
hybridization and competition,ecological,1
influence of abiotic factors,ecological,1
comparison of physiological traits,ecological,1
adaptive response,ecological,1
influence on competition,ecological,1
mutual facilitation,ecological,1
autoallelopathy,ecological,1
nutrient removal capacity,ecological,1
adaptive strategy relationship,ecological,1
impact of invasive species on soil and plant diversity,ecological,1
association with invasive pest,biological,1
impact of forest cover on invasive species,ecological,1
impact of forest cover on associated species,ecological,1
pathogen exposure,biological,2
low infestation rates,ecological,1
spill-back hypothesis,ecological,1
utilization for organic fertilizer,ecological,1
nutrient transfer,biological,1
formation influence,ecological,1
species richness reduction,biological,1
trophic niche overlap,ecological,1
nest establishment dynamics,biological,1
behavioral influence,biological,1
introduction and escape,anthropogenic,1
"enemy release, spillover, spillback, dilution",ecological,1
spatial spread of nests,ecological,1
phenotypic adaptation,ecological,1
morphological change,ecological,1
antibiofilm activity,biological,1
insecticidal effect,biological,2
insecticidal potential,biological,1
correlation,anthropogenic,1
settlement in habitat,ecological,3
exudate toxicity,biological,1
life history traits study,ecological,2
Distribution influence,ecological,2
Potential spread,ecological,2
maintenance,biological,1
acclimatization,ecological,1
association with human activities,anthropogenic,2
current invasion risk,ecological,1
species comparison under heat wave,ecological,1
invasive species fitness,ecological,1
impact on physiology,ecological,1
physiological impact,biological,1
dispersal influence,ecological,2
population growth and spread,ecological,1
nesting preference,biological,2
genotype by environment interaction,ecological,1
eradication and resilience support,ecological,1
eradication contribution to climate mitigation,ecological,1
release,physical,1
threat to ecosystem functioning,ecological,1
distribution and range expansion,ecological,1
species abundance,ecological,1
segregation and turnover,ecological,1
effects on primary production,ecological,1
settlement and spread,ecological,1
community invasibility,ecological,1
Species Co-occurrence with IAS affecting species richness,ecological,1
Species Co-occurrence with IAS affecting bryophytes,ecological,1
Predictive Co-correspondence Analysis,ecological,1
Plant-Soil Feedback (PSF),ecological,1
Preference for habitats,ecological,3
Avoidance of habitats,ecological,2
oral microbiome composition,biological,1
seed survival,ecological,1
impact of decomposition,ecological,1
diversity maintenance,ecological,1
conservation role,ecological,1
geographic distribution,ecological,2
impact of fires,ecological,1
fires promote spread,ecological,2
non-occurrence,ecological,1
local dispersion,anthropogenic,1
glyphosate application,anthropogenic,1
physiological integration,biological,1
influence on distribution,physical/ecological,1
impact on bird diversity,ecological,2
negative impact in severe invasion,ecological,1
environmental alteration,ecological,1
ecological connectivity,ecological,1
distribution and niche relationship,ecological,1
distribution factors,ecological,1
relative abundance correlation,ecological,1
low nucleotide diversity,ecological,1
high nucleotide diversity,ecological,1
genetic diversity relationship,ecological,1
infestation dynamics,ecological,1
community saturation and invasion failure,ecological,1
introduction/native status,ecological/anthropogenic,1
competitive exclusion and hybridisation,ecological,1
movement prevention,ecological,1
impact on soil affecting salamanders,ecological,1
proliferation control through biomass recovery,ecological,1
fire-mediated selection,ecological,1
fire-enhanced germination,ecological,1
influence on dispersion,physical/ecological,1
impact by fire,physical,1
distribution characterization,ecological,1
invasion and ecological success,ecological,1
gypsy moth spread pathways,ecological,1
interdependence,ecological,1
machinability,physical,1
prevention,ecological,1
destruction,ecological,1
harm and impact,ecological,2
decreased abundance,ecological,1
suppression method,anthropogenic,1
habitat rarity,ecological,1
afforestation,ecological,5
invasion impact,ecological/economical,1
natural range expansion,ecological,1
human-mediated pest transfer,anthropogenic,1
niche and host plant change,ecological,1
spread by multiple invasion events,ecological,1
conservation,anthropogenic,1
growth and survival,ecological,1
presence and monitoring,ecological,1
distribution and modeling,ecological,1
model agreement,ecological,1
model disagreement,ecological,1
risk assessment and management,ecological,1
source of invasions,ecological,1
presence and dominance after fire,ecological,1
density increase after fire,ecological,1
non-native establishment,ecological,1
tree density vs invasive cover,ecological,1
stocking success impact,ecological,1
sapling growth by land cover,ecological,1
correlation with invasion probability,ecological,5
planting preference,anthropogenic,1
presence in remnant forests,ecological,1
spread into habitats,ecological,1
ash dieback,biological,1
chestnut blight,biological,1
reproductive comparison,ecological,1
dispersion and establishment,ecological,2
Fungal-Insect vector relationship,biological,1
pest and host,biological,1
indirect impact,ecological,1
presence more likely,ecological,3
abundance related,ecological,2
invasion alteration,ecological,1
presence and richness,ecological,1
resistance to establishment,ecological,1
foraging behavior impact,ecological,1
interaction at forest edges,ecological,2
effect of forest age,ecological,1
species-specific growth characteristics,biological,2
invasion and recovery,ecological,1
management-activity-influence,ecological,1
benefit from plantation management,ecological,1
exposure,ecological,2
impact of land use on fish,ecological,1
association with catchment factors,ecological,1
ecological studies,ecological,1
habitat choice,ecological,2
spawning and capture,ecological,1
biocontrol potential,ecological,2
Invasion and impact,ecological,1
Competition and comparison,biological,1
Influence on bank stability,ecological,1
tolerance to water deficiency,ecological,1
ecosystem service contribution,ecological,1
ecosystem disservice,ecological,1
invasive impact,biological,1
detection location,ecological,4
phylogenetic similarity,biological,1
infestation/control,ecological,1
residue presence,chemical,1
no residue presence,chemical,1
impact on human health,ecological,3
neighboring populations,ecological,1
effect of abiotic factors,biological,1
correlation with abundance,ecological,1
accidental introduction,ecological,1
potential establishment risk,ecological,1
invasion and spread,ecological/anthropogenic,1
ecosystem changes,ecological,1
risk of infestation,ecological,1
agricultural and ecological disturbances,ecological,1
hybridization potential,biological,1
performance,biological,1
transition,anthropogenic,1
aridity increases resistance,ecological,1
co-infestation,ecological,1
host-control agent relationship,biological,1
invasion and habitat occupation,ecological,1
niche shifts,ecological,1
infestation and damage,ecological,1
temporal emergence,ecological,1
invasion proximity,ecological,1
longevity and performance,ecological,1
invasive species impact,ecological,2
feeding damage comparison,ecological,1
slug control,ecological,1
non-target effect,ecological,1
plant-pollinator interactions,ecological,1
foraging activity,ecological,1
blood feeding,biological,2
blood feeding,ecological,1
hyperparasitism,ecological,1
support role,anthropogenic,1
attractant efficiency,ecological,1
reduced impact,ecological,1
predation/parasitism,biological,1
climate mismatch,ecological,1
influence on microbiome,biological,1
Sexually Antagonistic Selection,biological,1
impact on communities,ecological,1
prevalence in habitats,ecological,1
climate change effect on invasion,ecological,1
spread and colonization,biological,1
microbial community composition,biological,1
abundance relation,ecological,1
annual surveillance,anthropogenic,1
impact on movement,physical/ecological,1
related to sensory traits,physical/ecological,1
defoliation impact,ecological,2
trophobiotic relationship,biological,1
antagonistic interactions,biological,1
overwintering survival,ecological,1
pest presence and impact,ecological/economic,1
invasion and monitoring,ecological,1
native prevalence,ecological,1
"competition, predation, and hybridization",ecological,1
amplified research results,anthropogenic,1
occurrence of large specimens,ecological,1
influences DNRA rates,ecological,1
comparison of NO3− reduction,ecological,1
effects on nutrient cycling and benthic-pelagic coupling,ecological,1
chemical control,ecological,1
predation and parasitism,biological,1
endophyte relationship,biological,1
pathogen habitat,biological,1
promotes grass growth via nitrogen fixation,ecological,1
alters fire regime,ecological,1
detection and mapping,technological,1
applications,technological,1
land cover change,anthropogenic,1
expansion and habitat change,ecological,1
land cover change,ecological,1
herbivory/biocontrol,biological/ecological,1
competition and growth in soil,ecological,1
accumulation of resting stages,ecological,1
growth enhancement,biological,1
interaction modification,biological,1
geographical expansion,biological,1
Caulerpa cylindracea as a food source for Danio rerio,ecological,1
carrier of,biological,3
impact on soil fungi,ecological,1
invasiveness susceptibility,ecological,1
link to fungal composition,biological,1
effect on particular fungal species,ecological,1
E. atherica-microbiome interactions,biological,1
endomycorrhizal colonization,biological,1
specific leaf area,biological,1
grouping by ecotypes,biological,1
explanatory factors,biological,1
adaptive or tolerance explanation,biological,1
fungal biomass increase,ecological,1
impact on nematode community,ecological,1
biosynthesis and expression,biological,1
phytotoxic interaction,biological,2
phytotoxin production,biological,1
phytotoxic activity,biological,1
safety assessment,biological,1
dilation effect,ecological,3
vector-pathogen relationship,biological,1
treatment efficacy,biological,2
cross-species pathogen transmission,ecological,1
pathogen reservoir,biological,2
transmission,ecological,1
co-dominance in pastures,ecological,1
invasion by non-native plants,ecological,1
control method,ecological,2
herbicidal tolerance,ecological,1
increased pathogenicity,biological,1
temperature impact,ecological,2
trait-environment association,ecological,2
current highest habitat suitability,ecological,1
northward range expansion,ecological,1
causing reductions,ecological/economic,1
herbicide resistance,ecological,1
growth and trait variation,ecological,1
source of seeds,ecological,1
competition to facilitation,ecological,1
soil-vegetation interactions,ecological,1
species occurrence,ecological,3
invasion-promotion,ecological,1
impact on pasture,ecological,1
threat to livestock,ecological,1
enhanced growth and abundance,ecological,1
species associations,ecological,1
species exclusion,ecological,1
antimicrobial activity,biological,4
dispersion corridor,ecological,1
dispersion limitation,ecological,1
species response,biological,3
biochemical trait comparison,ecological,1
alteration of movement and behavior,ecological,1
alteration of soil and hydrological properties,biological,1
comparison of tolerance to salt stress and water deficit,ecological,1
suitable_habitat_shift,ecological,1
interactions between endophytes and host,biological,1
lack of correlation,biological,1
growth and physiology comparison,ecological,1
environmental impact on growth,ecological,1
differential germination and growth response,ecological,1
habitat and ecosystem context,physical,1
specialist species in salinity,ecological,1
generalist species in salinity,ecological,1
cactus invasion hotspot,ecological,3
community-level impact,ecological,1
suppression of growth and development,ecological,2
species inhabits location,ecological,1
interacting environmental stressors,physical,1
expansion,biological,1
genetic diversity and structure,biological,1
detection and impact assessment,ecological,1
invasion_distribution_modeling,ecological,1
growth potential,ecological,1
lateral expansion,ecological,1
density_increase,ecological,1
density_decrease,ecological,1
mapping and classification,ecological,1
vocal activity,biological,2
identification,technological,1
interspecific variability,ecological,1
spectral separability,biological,1
distribution and mapping,ecological,1
species comparison,ecological,1
detection,technological,2
monitoring,technological,1
nesting preferences,ecological,1
impact on SOC concentration,ecological,2
impact on soil nutrient retention,ecological,1
effect on oxalate production,ecological,1
gene drive development,technological,1
impact of IAS management,ecological/economic,1
impact on recreation,ecological/anthropogenic,1
endozoochory,ecological,1
spread of invasive species,ecological/anthropogenic,1
control strategies,anthropogenic,1
suitability for planting,ecological,1
current plantation location,physical,1
planting for restoration,ecological,2
uptake and accumulation,biological,1
invasive_presence,ecological,2
invasive potential increase,ecological,2
habitat variability,ecological,1
negative impact on productive potential,ecological,1
spread potential,ecological/anthropogenic,1
Dietary impact,ecological,2
group,ecological,3
vermicomposting,ecological,1
propagule pressure and invasion trajectory,ecological,1
provision_of_services,ecological,1
establishment of non-native plants,ecological,1
reduced native tree recruitment,ecological,1
impact on native plant cover,ecological,1
environmental factor influencing native plant cover,ecological,2
disruption,anthropogenic,1
preservation,anthropogenic,1
germination in polluted soil,ecological,2
impact on waterbodies,ecological,1
competing growth,ecological,2
inhibition,biological/ecological,2
no growth response,biological,1
increased toxicity,ecological,1
envenomation incidents,ecological,1
occurrence of mycotoxins,ecological,1
impact on mosquito populations,ecological,1
coinfection impact,biological,1
behavioral interactions,ecological,1
vine-host interaction,ecological,1
spread over,ecological,1
affected by,ecological,1
spread enhancement,ecological,1
sediment behavior pattern,ecological,1
invasion pathway,physical,1
overgrowing,ecological,2
detection and monitoring,ecological,1
impact of algal bloom,ecological,1
lack of recovery,ecological,1
water flow impact,physical,1
limiting restoration,physical/ecological,1
expansion for protection,anthropogenic,1
effect on distribution,ecological,1
Erythrean alien introduction,ecological,1
health risk,ecological,1
potential spread and establishment,ecological,1
substratum provision,ecological,1
grazing and fragmentation,ecological,1
dispersal pathway,physical,1
invasion_route,physical,1
introduction_record,ecological,1
recorded presence,ecological,1
key species,ecological,1
recorded location,biological,1
introduced distribution,biological,1
fouling problem,ecological/economic,1
eradication and restoration,ecological,1
possible introduction pathway,anthropogenic,1
market-sales,anthropogenic,1
settlement decrease,ecological,1
settlement influence,ecological,2
barely influences settlement,ecological,1
no impact on settlement,ecological,2
variation in settlement,ecological,1
impact on awareness and behavior,ecological,1
abundance and distribution,ecological,2
biodiversity baseline,ecological,1
nestling,ecological,1
spread history,ecological,1
recent spread,ecological,1
treatment and survival,ecological,1
indicator role,biological,1
behavioral competition,ecological,1
spawning and rearing potential,biological,1
establishment and survival,ecological,1
introduction and risk assessment,ecological,1
SDM tool application,ecological,1
mortality impact,ecological,1
climate influence,ecological,2
spread prediction,ecological,1
habitat suitability and density,ecological,1
vector for spread,anthropogenic,1
introduction_establishment,ecological,1
initial report,ecological,1
shell use,ecological,1
exposure to chemical stressors,ecological,1
invasion potential,biological,1
aquaculture and release,anthropogenic,1
risk of bloom and impact,ecological,1
digestive symbiosis,ecological,1
reattachment,ecological,2
introduction by aquaculture,anthropogenic,2
introduction by shipping,anthropogenic,1
colonization and abundance pattern,ecological,1
population source,ecological,1
impact on community composition,ecological,1
indirect ecological effects,ecological,1
change in relative abundance,ecological,1
habitat suitability and expansion,ecological,1
distribution and abundance related to environmental factors,ecological,1
potential geographic distribution,ecological,1
impact on fish,biological,1
association with microorganisms,biological,1
parasite host-switching,biological,1
transportation of parasites,anthropogenic,1
habitat adaptability,ecological,1
host-symbiont,biological,1
sensitivity,biological,1
interaction with sediment,ecological,1
competitive dominance shift,ecological,1
resemblance/misidentification,biological,1
ecto-symbiotic relationship,ecological,2
co-infection,ecological,1
trophic positioning,ecological,1
ontogenetic diet shift,biological,1
connection via Suez Canal,physical,1
invasion hotspot,ecological,1
presence of alien species,biological,1
accelerating tropicalisation,ecological,1
pressure on macrophytes,ecological,1
introduction and recruitment location,anthropogenic/ecological,1
invasive potential region,ecological,1
feeding competition,ecological,1
species synonymization,biological,1
major pathways,anthropogenic,1
species introduction and establishment,ecological,2
predation by crabs,ecological,2
massive growth,ecological,1
biomass increase,ecological/anthropogenic,1
spread corridor,ecological,1
abundance and seasonality,ecological,1
preferential habitat association,ecological,1
habitation preference,ecological,2
co-existence,biological,1
origin of New Zealand population,biological,1
origin of German population,biological,1
species differentiation,biological,3
neutral,biological,2
impact on water quality,ecological,4
impact on macrophytes,ecological,1
growth in location,biological,1
ecosystem establishment,ecological,1
transport and establishment,ecological,1
colonization,ecological/anthropogenic,1
region colonization,ecological,1
indirect food web effects,ecological,1
trophic relationships,ecological,1
population connectivity,biological,1
predation and prey preference,ecological,1
influence of social and habitat factors,ecological,1
impact on life-history traits,ecological,1
promotion of spread,anthropogenic,1
entry route,physical,1
resistance to disturbances,ecological,1
higher disturbance tolerance,ecological,1
economic potential,anthropogenic,1
food preference,biological,1
comparison of shell-crushing resistance and tissue mass,biological,1
frequency,ecological,3
economic impact,socioeconomic,1
propagule pressure and establishment,ecological,1
overlap,ecological,1
recruitment overlap,ecological,1
distribution restriction,ecological,1
substrate preference,biological,1
trait composition discrimination,ecological,1
transformation of habitat,ecological,1
positive and negative impacts,ecological,1
dissimilarity influence,ecological,1
northward spread,ecological,1
presence/impact,ecological,1
habitat performance,ecological,1
environmental and health impact,ecological/anthropogenic,1
economic support,anthropogenic,1
Energy flow interaction,ecological,1
Network structure influence,ecological,1
growth rate,biological,1
maturation size,biological,1
species-location association,ecological,1
invasive_distribution,biological,1
spread_influence,anthropogenic,1
continuous_presence,biological,1
relative abundance and biomass,ecological,1
Influence of environmental factors on species abundance,ecological,1
re-invasion,biological,1
reproductive activity,biological,2
introduction vectors,anthropogenic,1
potential colonisation,ecological,3
potential parasitic infection,biological,1
occurrence location,ecological,2
temperature-dependent appearance,ecological,1
potential ecological overlap,ecological,1
detection collaboration,anthropogenic,1
presence relationship,ecological,1
first recorded occurrence,ecological,3
potential origin,biological,1
developmental impact,biological,1
population structure influence,ecological,2
introduction and colonization,anthropogenic,1
natural dispersal,biological,1
potential dispersal pathway,ecological,1
detection of alien species,ecological,2
pathways for species transfer,anthropogenic,1
distribution and colonization,ecological,3
population dynamics study,ecological,1
facilitated spread,anthropogenic,1
misidentification potential,biological,1
establishment and population growth,ecological,1
impact of anthropogenic activities,anthropogenic,1
impact on native populations,ecological,1
disease carrier,biological,1
establishment and potential spread,ecological,1
absence in main body,ecological,1
spread acceleration by secondary vectors,ecological,1
impact of human activity on snail density,anthropogenic,1
potential introduction,anthropogenic,1
potential confusion,biological,1
distribution path,ecological,1
first observation,ecological,1
presence and establishment,ecological,1
sighting,anthropogenic,1
reporting,ecological,1
location of,ecological,1
facilitates access and establishment,ecological,1
distinct_color_variation,biological,1
asexual_reproduction,biological,1
habitat characteristic influence,ecological,1
introduction through fouling,anthropogenic,2
introduction via oyster transfer,anthropogenic,1
source of food and refuge,ecological,1
community formation,ecological,1
current presence and spread,ecological,1
naturalization potential,ecological,1
potential ecosystem alteration,ecological,1
establishment and distribution expansion,ecological,1
species_location_occurrence,ecological,1
introduction record,ecological,1
species_range_extension,ecological,1
distribution review,ecological,1
population origin,ecological,1
species suppression,ecological,1
habitat modification and degradation,ecological,1
epiphytic interaction,biological,1
climatic adaptation,ecological,1
species record,ecological,1
economic exploitation,anthropogenic,1
dominance and impact,ecological,1
interaction and impact,ecological,1
obligations and commitments,anthropogenic,1
facilitation and implementation,anthropogenic,1
pressure,ecological,1
survival and transport,ecological,1
inhibition of settlement,ecological,1
decrease in settlement,ecological,1
migration and monitoring,ecological,1
sighting location,biological,1
invasion risk and impact,ecological,1
Habitat invasion,ecological,3
facilitation of exotic species establishment,ecological,1
species modifies communities,ecological,1
species spread by leisure craft,anthropogenic,1
species spread by anglers,anthropogenic,1
efficacy,ecological,1
efficacy of filtration,ecological,2
suitability for establishment,ecological,1
control relationship,anthropogenic,1
species invasion and management,ecological,1
species introduction route,physical,1
native dominance,ecological,1
association during air exposure trial,ecological,1
presence correlation,ecological,1
inundation and dispersal,ecological,1
survival under stress,ecological,1
survival,biological,1
study,ecological,1
operational management,anthropogenic,1
contaminant introduction,anthropogenic,1
trade pathway,anthropogenic,1
regulatory enforcement,anthropogenic,1
introduction through discharge,ecological,1
monitoring and control,anthropogenic,1
emergence and detection,ecological,1
biofouling transfer,ecological,1
community membership,ecological,1
invasion facilitation,anthropogenic,2
physical alteration,physical,1
water transfer,anthropogenic,1
presence detection,ecological,1
presence in zooplankton,ecological,4
reproductive success evaluation,ecological,1
biodegradation and viability,biological,1
perception of risk,social,1
digestive survival,biological,1
impact_of_control_methods,anthropogenic,1
establishment and elimination,ecological,1
spread route,ecological,1
potential pathogenic impact,biological,1
origin and appearance,ecological,1
monitoring and reporting,anthropogenic,1
influence of moonlight on trapping,ecological,1
database linkage,ecological,1
impact on spawning and growth,ecological,1
containment,physical,1
dispersal point,geographical,1
partial consumption,biological,1
prevention,anthropogenic,1
damage,physical,1
soil importation,anthropogenic,1
possible introduction,ecological,1
establishment and abundance increase,anthropogenic,1
survival increase,physical,1
detection and education,anthropogenic,3
presence causing concern,ecological,1
impact concern,ecological,1
predatory relationship,ecological,1
impact on trees,ecological,1
impact on aesthetics,ecological,1
devastation,physical,1
impact of invasive species on ecosystems,ecological,1
habitat sharing,ecological,1
mutual interference,ecological,1
genetic_relatedness,biological,1
pest_impact,ecological,1
potential source,ecological,1
wind pollination,ecological,1
genetic marker development,biological,1
phenotypic plasticity response,ecological,1
linkage,ecological,1
presence_location,ecological,1
seedling establishment prevention,ecological,1
establishment and nutrient status enhancement,biological,1
invasive population location,ecological,1
native population location,ecological,2
facilitation of entry,anthropogenic,1
pathway for introduction,anthropogenic,1
encroachment reduction,ecological,1
host-endophyte relationship,biological,2
host-guest interaction,ecological,1
alien habitat,biological,1
initial invasion point,ecological,1
effect on understory,ecological,1
comparison of stand parameters,ecological,1
comparison of growth rates,ecological,1
response to low temperatures,ecological,1
containment,ecological,1
distribution_abundance,ecological,3
HWA impact,ecological,1
microhabitat benefit,ecological,1
containment and spread,ecological,1
regulation compliance,anthropogenic,1
stabilization,ecological,1
organic matter retention and decomposition,ecological,1
leaf input and decay,biological,1
increased biomass,ecological,1
genetic variability study,biological,1
impact of invasive species on arthropods,ecological,1
habitat structure effect on arthropods,ecological,1
invasive species in,ecological,3
hyperparasitization,biological,1
monitoring invasive species,ecological,1
awareness raising,anthropogenic,1
project location,geopolitical,1
BioBlitz event location,geopolitical,1
modelling,ecological,1
species introduction and impact assessment,ecological,1
regulatory obligation,legal,1
presence in Belgium,ecological,1
taxon mapping and data availability,ecological,1
species observation and management,ecological,1
inhabit,ecological,1
population_establishment,ecological,1
population_decline_assistance,ecological,1
pigments dynamics,biological,1
comparative abundance,ecological,1
parasitoid-host relationship,biological,1
Differentiation based on CHC profiles,ecological,1
encounter,ecological,1
detection_location,ecological,1
web-building,biological,1
recorded_presence,ecological,1
invasion detection,ecological,1
dispersal and introduction,ecological/anthropogenic,1
species location association,ecological,1
co-transport,ecological,1
affinity,ecological,1
post-establishment evolution,ecological,1
potential hybridisation,biological,1
impact on small mammal abundance,ecological,1
invasion-restoration context,ecological,1
relative occupancy,ecological,2
dispersal competition,ecological,1
dispersal preference,ecological,3
species relationship,ecological,1
influence on naturalization,ecological/anthropogenic,1
dominance in introduction,ecological,1
deliberate and accidental introduction,ecological,3
allelopathy source,ecological,2
plant-fungal interaction,ecological,1
defensive mechanism,biological,1
human pressure influence,anthropogenic,1
spatially structured environmental variation,ecological,1
germination,biological,1
phylogenetic differences,ecological,1
increased likelihood of invasion,ecological,1
impact of invasion on species richness,ecological,1
eco-evolutionary experience,ecological,1
camper travel,anthropogenic,1
vector-based dispersal,biological,1
travel network,anthropogenic,1
pathway-centred model,anthropogenic,1
climate suitability impact,ecological,1
climate change impact,physical,1
native status uncertainty,ecological,1
suitable conditions for invasion,ecological,1
impact on germination and establishment,ecological,1
interspecific differences,ecological,1
intraspecific differences,ecological,1
documentation,anthropogenic,1
invasion extent and density,ecological,1
canopy composition,ecological,1
higher invasion,ecological,1
prone to invasion,ecological,2
least at risk,ecological,1
driver,anthropogenic,1
functional similarity and differences,ecological,1
abundance and habitat preference,ecological,1
herbivory damage,ecological,1
constraint on density increase,ecological,1
cultivation and potential naturalization,ecological,1
comparative competition and spread,ecological,1
impact and management efforts,ecological,1
priority for management,ecological,1
management efforts,ecological,1
impact on germination,ecological,1
novel mutualisms,ecological,1
distribution and population study,ecological,1
dispersal path,ecological,1
Black List classification,ecological/management,1
Geographical distribution and management,ecological/administrative,1
ecophysiological comparison,ecological,1
dispersal by road construction and vehicle traffic,ecological,1
introduction by bait abandonment,ecological,1
perceived as attractive,ecological,2
perceived as unattractive,ecological,1
established presence,ecological,3
unintentional introduction,ecological,1
emergence and establishment,ecological,1
invasion impact on native flora,ecological,1
economic impact and management,anthropogenic,1
invasion and control,ecological/anthropogenic,1
pathway-impact association,ecological,1
multiple pathways,ecological,1
invasive traits comparison,biological,1
founding,ecological,1
take over,ecological,1
impact assessment comparison,ecological,1
transportation and introduction,anthropogenic,1
influence on establishment,ecological,1
predatory influence,ecological,1
impact on fish stocks,ecological,1
establishment and performance constraint,ecological,1
presence and control,ecological,5
over-yielding,ecological,1
adaptations to antagonists and resource availability,ecological,1
higher impact of feral mammals,ecological,1
lower impact of feral mammals,ecological,1
species richness dependence,ecological,1
impact on native reptiles,ecological,1
invasive species distribution,ecological,1
species origin and receipt,ecological,1
invasion context,ecological,1
habitat-facilitation,ecological,1
invasion risk and impact assessment,ecological,1
invasion risk and monitoring requirement,ecological,1
impact on agriculture,socio-economic,1
impact on animal production,socio-economic,1
impact on native plant communities,ecological,1
propagule dispersal gradient,physical,1
invasion resistance through seed predation,biological,1
comparison of selection rates,ecological,1
movement documentation,ecological,1
possible invasion,ecological,1
alteration of physical structure,ecological,1
pathway-impact relationship,ecological,1
germination strategy differences,ecological,1
predator deterrence,ecological,1
alien species richness and impacts,ecological,1
economic impact assessment,ecological/economic,1
regulation implementation,anthropogenic,1
support,biological,1
introduction through cargo,anthropogenic,1
light affects P. serotina biomass,ecological,1
propagule pressure affects P. serotina biomass,ecological,1
tree stand growth affects P. serotina biomass increment,ecological,1
dispersal due to elevation and distance from source sites,ecological,1
expanding range of invasive species,ecological,1
predictor for presence,ecological,1
potential introduction site,ecological,3
monitoring and detection,ecological,1
competitive abilities and ecological impact,ecological,1
impact assessment,ecological/societal,1
invasion in ecosystems,ecological,1
habitat vulnerability,ecological,1
influencing factors,ecological,1
population response,ecological,1
host preference and adaptation,ecological,1
genetic and morphological distinction,biological,1
abundance competition,ecological,1
capture,anthropogenic,1
contact,ecological,1
transcriptomic signatures,biological,1
down-regulation,biological,1
germination and Environmental factor effect,ecological,2
germination and Dormancy constraints,ecological,1
first indication of presence,ecological,1
introduction and control,ecological,1
implemented in,anthropogenic,1
seed removal and caching,ecological,1
seed removal and potential caching,ecological,1
species interception and establishment,ecological,1
source and interception destination,biogeographic,2
"impact on abundance, diversity, and richness",ecological,1
impact on health,biological,1
persistence and spread,ecological,1
alteration,anthropogenic,1
survival_under_harsh_conditions,ecological,1
geographic_origin,biological,1
potential economic impact,ecological/economic,1
impact assessment,anthropogenic,1
Ecological impact,ecological,1
adaptation along gradients,ecological,1
trait trade-offs,ecological,1
clonal growth response,ecological,1
foraging protection,ecological,1
foraging pressure,ecological,1
invasion_pathway,biological,1
colonization_route,ecological,1
invasional impact,ecological,1
environmental dependence,ecological,1
spatiotemporal patterns,ecological,1
climatic associations,ecological,1
suitability shift,ecological,1
surveys to ensure pest freedom,anthropogenic,1
potential invasion monitoring,ecological,1
pathogen spread,biological,1
perception and acceptance,anthropogenic,1
regulation and implementation,anthropogenic,1
effect of environmental factors,ecological,1
potential exposure and spread,ecological,1
risk of establishment and spread,ecological,1
risk of dispersal,ecological,1
discrimination,scientific/analytical,1
invasion and eradication,ecological,2
pet-release invasion pathway,ecological,1
trade demand,anthropogenic,1
species transmission,anthropogenic,1
dispersal by mowing,ecological,1
seed trait influence on germination,biological,1
timing of cutting influences germination,anthropogenic,1
influence on fire dynamics,ecological,1
diminishing occurrence of natives,ecological,1
use and management,ecological,1
preference for use,ecological,1
urban effect on invasion,ecological,1
impact on human well-being,socio-economic,1
priority-setting,ecological,1
impact of alien species on native ecosystems,ecological,1
ecological and socio-economic impacts,ecological,1
dramatic damage,ecological,1
source for invasions,ecological,1
impact management,ecological,1
density maintenance,ecological,1
distribution along roads,ecological,1
distribution along rivers,ecological,1
effect of elevation,ecological,1
influence on adjacent habitats,ecological,1
source of carbohydrate,ecological,1
management_of_invasive_species,ecological,1
management_strategy_dispute,anthropogenic,1
exclusion,biological,1
