Species Name,Role,Count
vectors,invasive,1
galinsoga quadriradiata,invasive,1
fasciola hepatica,native,1
palaemon elegans,-,2
palaemon serratus,-,1
palaemon varians,-,1
palaemon adspersus,-,1
palaemon macrodactylus,exotic,1
eualus sollaudi,exotic,1
eualus drachi,exotic,1
caridion gordoni,exotic,1
eurasian water shrew,native,1
synanthropic species,invasive,1
phymatolithon lamii,alien,1
caulerpa distichophylla,introduced,1
gracilaria parvispora,invasive,1
codium fragile subsp. fragile,non-native,1
sargassum muticum,non-native,2
codium fragile subsp. fragile,invasive,1
codium fragile subsp. atlanticum,introduced,1
griffithsia aestivana,native,1
cystoseira compressa,alien,1
anadyomene howei,introduced,1
struvea elegans,introduced,1
cladophoropsis macromeres,introduced,1
derbesia turbinata,introduced,1
caulerpa racemosa var. lamourouxii,introduced,1
halimeda discoidea,introduced,1
chrysymenia nodulosa,introduced,1
gloiocladia iyoensis,introduced,1
dasya caraibica,introduced,1
chondrophycus iridescens,introduced,1
polysiphonia scopulorum,introduced,1
manihot grahamii,alien,1
phytolacca acinosa,alien,1
annuals,native,1
alien-invasive species,alien/invasive,1
erigeron × huelsenii,hybrid,1
e. canadensis,alien,1
e. acris s. str.,native,1
coreopsis tinctoria,alien,1
ipomoea indica,alien,1
lupinus × regalis,alien,1
physalis angulata,alien,1
agastache rugosa,alien,1
erigeron sumatrensis,alien,1
padus serotina,invasive,1
terophytes,invasive,1
heliophytes,invasive,1
xeromesophytes,invasive,1
senecioneae,alien,1
senecio petasitis,alien,1
delairea odorata,alien,1
senecio deltoideus,alien,1
e. fulvum,alien,1
mikania ternifolia var. senecioides,alien,1
senecio andryaloides,alien,1
senecio angulatus,alien,1
senecio leucanthemifolius subsp. vernalis,alien,1
cacalia auriculata,alien,1
cacalia fimbrillifera,alien,1
cacalia scandens,alien,1
cineraria crassiflora,alien,1
eupatorium scandens,alien,1
mikania senecioides,alien,1
senecio auriculatum,alien,1
senecio mikanioides,alien,1
schyzocotyle acheilognathi,invasive,2
acheilognathus rombeus,native,1
ptychochromis cf. inornatus,native,1
guppies,introduced,1
actinocleidus recurvatus,introduced,1
actinocleidus oculatus,introduced,1
onchocleidus similis,introduced,1
onchocleidus acer,introduced,1
cleidodiscus robustus,introduced,1
gyrodactylus macrochiri,introduced,1
diporpa (early diplozoidae),native,1
cyathocotyle prussica,introduced,1
proterorhinus semilunaris (western tubenose goby),non-native,1
calamagrostis epigejos,aggressive non-forage,1
artemisia vulgaris,aggressive non-forage,1
phragmites communis,aggressive non-forage,1
bee forage flora,native,1
cuban hutia (capromys pilorides),native,1
domestic dog,invasive,1
ocelot,native,1
guanaco,native,1
donkey,introduced,1
pallas’s squirrel (callosciurus erythraeus),invasive,1
macoma balthica,-,1
mytilus trossulus,-,1
corbula gibba,-,1
nassarius pygmaeus,-,1
salicaceae,invasive,1
salix humboldtiana willd.,native,1
willows,invasive,1
poplars,invasive,1
russian olive,invasive,2
tamarisk,invasive,1
buxus sp.,native,1
buxus sempervirens,native,1
ilex aquifolium,-,1
euonymus japonicus,-,1
ligustrum vulgare,-,1
saltmarsh birds,-,1
nonindigenous forest insects,nonindigenous,1
pathogens,nonindigenous,1
native oysters,native,1
wild plant resources,native,1
insular endemic vertebrates,native,1
drosophila biarmipes,-,1
vespula pensylvanica,invasive,1
elodea spp.,introduced/invasive,1
oncorhynchus nerka,native,1
beroe ovata,-,1
ictalurus nebulosus,invasive,1
amur sleeper,invasive,2
percottus glenii,invasive,1
stone moroko,invasive,1
gasterosteus aculeatus,invasive,3
nine-spined stickleback,invasive,1
punguitius punguitius,invasive,1
dioscorea bulbifera,invasive,1
shorea selanica,native,1
tilia platyphyllos,alien,1
cotinus coggygria,alien,1
padus serotina,alien,1
celtis occidentalis,alien,1
asclepias syriaca,alien,1
stenactis annua,invasive,2
penaeus monodon,invasive,1
arhopalus syriacus,invasive,1
invasive aquatic vegetation,invasive,1
edible plants,native/introduced,1
exotic species,introduced/alien,2
mutinus ravenelii,invasive,1
syzigium jambos,invasive,1
pterois miles,native,2
pterois,native,1
fish fauna,native,1
austropotamobius pallipes complex,native,2
desidae,-,1
amaranthus viridis,alien,1
calotropis procera,alien,1
cenchrus ciliaris,alien,1
enneapogon cenchroides,alien,1
prosopis pallida,alien,1
ricinus communis,alien,1
stenochrus portoricensis,exotic,1
cyprinidae,introduced,2
poeciliidae,introduced,2
cichlidae,introduced,3
centrarchidae,introduced,1
xerolenta obvia,introduced,1
atherigona reversura,invasive,1
cynodon dactylon,exotic,1
rottboellia cochinchinensis,invasive,1
"redbelly tilapia, coptodon zillii",invasive,1
xiphophorus maculatus,invasive,1
heterotilapia buttikoferi,invasive,1
heniochus acuminatus,introduced,1
aramus guarauna,native,1
alopecurus geniculatus,alien,1
anthyllis vulneraria subsp. vulneraria,alien,1
aquilegia atrata,alien,1
aquilegia vulgaris,alien,1
epilobium franciscanum,alien,1
galium album subsp. album,alien,1
petunia atkinsiana,alien,1
primula elatior,alien,1
axis axis,exotic,1
xiphophorus maculatus,non-native,2
bipalium kewense,invasive,2
bipalium vagum,invasive,2
"platyhelminthes, geoplanidae, bipaliinae",introduced,1
chrysaster ostensackenella,potentially invasive,1
ictalurus punctatus,introduced,1
hippoporina indica,invasive,1
biflustra grandicella,invasive,1
zoobotryon verticillatum,invasive,1
bryozoa,non-native,1
lepidoptera,introduced,1
macrosaccus robiniella,introduced,1
parectopa robiniella,introduced,1
hyphantria cunea,introduced,1
pygocentrus piraya,introduced,1
azadirachta indica a.juss.,exotic/naturalized,1
isognomon bicolor,invasive,1
caucasian dwarf goby,invasive,1
goussia obstinata,introduced,1
gyrodactylus perccotti,introduced,1
nippotaenia mogurndae,introduced,1
myxobolus cerebralis,invasive,1
brown trout,host,1
rainbow trout,host,1
gibel carp,non-host,1
rice,native,1
maize,native,3
sorghum,native,1
lettuce,native,1
ulmenion species,native,1
watersipora subtorquata,invasive,1
stachytarpheta jamaicensis,invasive,1
cynodon dactylon,potential,1
psidium guava,potential,1
rhodomyrtus tomentosa,potential,1
asian carp (hypophthalmichthys spp.),invasive,1
white sucker,-,1
rock bass,-,1
exotic aquatic species,alien,1
asian inland finfish,native/introduced,1
agave americana,invasive,1
phanerophytes,alien,2
vascular alien flora,alien,2
invasive component,invasive,1
megathyrsus maximus,"invasive, alien",1
cerrado tree species,native,1
macrobrachium equidens,exotic,1
urochloa decumbens,introduced,1
chrysomya megacephala,exotic,1
pinus,non-native,1
alien invasive seed plant species,invasive,1
sinotaia cf quadrata,non-native,1
rineloricaria pentamaculata,native,1
ovachlamys fulgens,exotic,1
leptoglossus occidentalis heidemann,invasive,1
stingless bees,-,1
ornamental exotic species,exotic,1
roystonea oleracea,introduced,1
rhodnius neglectus,native,1
angiostrongylus cantonensis,native,2
bradybaena similaris,exotic,1
streptaxis sp.,exotic,1
subulina octona,exotic,1
bulimulus tenuissimus,-,1
sarasinula linguaeformis,-,1
leptinaria unilamellata,-,1
dengue vector,introduced,1
ocotea puberula,native,1
luehea divaricata,native,2
actinostemon concolor,native,1
parapiptadenia rigida,native,1
hovenia dulcis,exotic,1
native species of the herbaceous stratum vegetation,native,1
monocots,native,1
eudicots,native,1
roystonea oleracea,exotic,1
other plant species,-,1
pteridium arachnoideum,invasive,1
cryptostegia madagascariensis,invasive,1
rhizoglomus intraradices,native,1
urochloa decumbens,invasive,2
axonopus pressus,native,1
aristida setifolia,native,1
gymnopogon foliosus,native,1
caesalpinia pulcherrima,exotic,1
castalia martensi,native,1
neocorbicula limosa,native,1
anodontites trapesialis,native,1
limatus durhami,-,1
haemagogus leucocelaenus,-,1
toxorhynchites sp.,-,1
egeria densa,-,1
chara indica,-,1
leporinus obtusidens,-,1
pterodoras granulosus,-,1
schizodon nasutus,-,1
turdus leucomelas,native,1
passer domesticus,invasive,2
plasmodium spp.,-,1
haemoproteus spp.,-,1
pisidium,native,1
diplodon,native,1
pisidium sterkianum,native,1
pinus sp,invasive,1
drosophilid species,exotic/invasive,1
true weeds,invasive,1
pioneer species,invasive,1
saimiri sciureus,introduced,1
callithrix jacchus,native,1
piaractus brachypomus,introduced,1
hoplias sp. b,native,1
hoplias cf. malabaricus,native,1
hoplerythrinus unitaeniatus,non-native,1
hoplias mbigua,non-native,1
puyen,native,1
pyricularia pennisetigena,invasive,1
pyricularia zingibericola,invasive,1
pyricularia grisea,invasive,1
pyricularia oryzae,invasive,1
signal grass,native,1
barley,native,1
wheat,native,1
artocarpus heterophyllus,invasive,1
poaceae,naturalized,1
asteraceae,naturalized,2
fabaceae,naturalized,1
sesbania virgata,invasive,1
danothrips trifasciatus,introduced,1
calophyllum brasiliense,native,1
cenchrus ciliaris,native,1
panicum antidotale,native,1
pseudoplatystoma corruscans,native,1
cichla piquiti,invasive,1
ictalurus punctatus,invasive,1
astyanax altiparanae,native,1
cichlidae,native,2
ichthyophthirius multifiliis,-,1
trichodina centrostrigeata,-,1
paratrichodina africana,-,1
trichodina nobilis,alien,1
cichlidogyrus tilapiae,-,1
aequidens tetramerus,native,1
bombus bellicosus,-,2
gaesischia fulgurans,-,1
thectochlora basiatra,-,1
oligolectic species,-,1
pomacea lineata,native,1
biomphalaria straminea,native,1
physa marmorata,native,1
urochloa arrecta,invasive,2
rhaphiodon vulpinus,non-native,1
geophagus sveni,-,1
notozothecium lamotheargumedoi,-,1
mediterranean snail (otala punctata),invasive,1
introduced plant taxa,introduced,1
eucalyptus,invasive,2
micropterus dolomieu,alien,1
striacosta albicosta,native,1
tamarixia radiata,introduced,1
aedes japonicus japonicus,introduced,1
culex hortensis hortensis,introduced,1
small hive beetles,introduced,1
guava (psidium spp.),native,1
mango (mangifera spp.),native,1
citrus (spp.),native,1
tropical almond (terminalia catappa l.),native,1
african wild mango (irvingia gabonensis),native,1
sheanut (vitellaria paradoxa),native,1
dung beetles,-,1
phanaeus vindex,-,1
onthophagus hecate,-,1
onthophagus pennsylvanicus,-,1
pink bollworm,invasive,1
olive fly,invasive,1
light brown apple moth,invasive,2
european grapevine moth,invasive,1
new world screwworm,invasive,1
coptotermes gestroi,invasive,2
coptotermes formosanus,invasive,2
downy brome,invasive,1
dyer's woad,invasive,1
prostrate kochia,introduced,1
western yarrow,native,1
big sagebrush,native,1
annual weeds,introduced,1
jewelweed,native,1
wild ginger,native,1
erysiphe cruciferarum,introduced,1
pale jewelweed,native,1
mountain pine beetles,native,1
nonnative plants,introduced,1
annuals from the family poaceae,introduced,1
cayratia japonica,invasive,1
trumpetcreeper,-,1
wild grape,-,1
species migrating within the uk,-,1
amphibians,threatened,1
dipterans,-,1
detritus,-,1
terrestrial insects,-,1
urocyon littoralis clementae,native,1
hepatozoon,native,1
hemidactylus agrius,native,1
hemidactylus brasilianus,native,1
lygodactylus klugei,native,1
phyllopezus pollicaris,native,1
phyllopezus periosus,native,1
hemidactylus mabouia,exotic,1
gammarus tigrinus,alien,1
gammarus duebeni,indigenous,1
palaemonetes varians,indigenous,1
neomysis integer,indigenous,1
leptoglossus occidentalis,invasive,3
supputius cincticeps,native,1
eucalyptus species,-,1
euwallacea interjectus,exotic,1
ambrosia beetle,exotic,1
dactylogyrus extensus,introduced,1
pseudacolpenteron sp.,introduced,1
bothriocephalus sp.,introduced,1
contracaecum sp.,introduced,1
pomphorhynchus patagonicus,introduced,1
polymorphus sp.,introduced,1
saccocoelioides sogandaresi,-,1
monogenean,-,1
acanthocephalan,-,1
carcinus maenas,native/competitor,1
mytilus edulis,native/prey,1
littorina littorea,native/prey,1
caretta caretta,-,1
acer platanoides,exotic,1
laretia acaulis,-,1
azorella monantha,-,1
hordeum comosum,native,1
erigeron andicola,native,1
cerastium arvense,non-native,1
australian bipinnate acacias,invasive,1
pseudacris fouquettei,native,1
lithobates (rana) sphenocephalus,native,1
hyla versicolor,native,1
incilius (bufo) nebulifer,native,1
phalacrocorax brasilianus,native,1
dacus ciliatus,invasive,1
finfish,introduced,1
cypriniformes,native,1
cyprinidae,native,1
exotic/alien species,alien,1
mystus tengara,native,1
aristichthys nobilis,introduced,1
ompok bimaculatus,native,2
puntius sarana,native,1
pseudeutropius atherinoides,native,1
botia dario,native,1
mystus aor,native,1
chitala chitala,native,1
aedes aegypti,exotic,2
ae. albopictus,exotic,1
mosquito,native,1
acer negundo,native,1
solidago virgaurea,invasive,2
alternaria alternata,-,1
alternaria infectoria,-,1
epicoccum nigrum,-,1
fusarium poae,-,1
polyphagous shot hole borer beetles,invasive,1
megastigmus transvaalensis,native,1
searsia,native,1
schinus molle,introduced,1
pontederia cordata,invasive,1
atriplex nummularia,invasive,1
senna didymobotrya,invasive,2
chromoleana odorata,invasive,2
cerus jamacaru,invasive,1
agave sisilana,invasive,1
brachystegia spiciformis,native,1
caesalpinia decapetala,alien,1
rubus rigidus,alien,1
planorbarius corneus,exotic/invasive,1
indoplanorbis exustus,native,1
glossiphonia weberi,native,1
phoenix canariensis,invasive,1
nerodia fasciata,native,1
hemidactylus turcicus,exotic,1
other ant species,native,1
anthidium manicatum,invasive,1
chinese water dragon (physignathus cocincinus),introduced,1
medicinal plants,native/introduced,1
parthenium weed,invasive,1
mesquites,invasive,1
acecia species,invasive,1
crassulaceae,invasive,1
sambucus racemosa,invasive,1
lemna obscura,invasive,1
lemna perpusilla,invasive,1
lemna valdiviana,invasive,1
aproceros leucopoda,invasive,2
ulmus spp.,native,1
ulmus minor mill.,native,1
xanthium orientale ssp. italicum,alien,1
oenothera species,alien,1
cladium mariscus,native,1
tripidium ravennae,native,1
juncus tenuis,invasive,1
abutilon theophrasti medik,invasive,1
paramecops farinosa,native,1
calotropis procera,invasive,2
invading organisms,invasive,1
penaeus monodon,non-native,1
rhinocyllus conicus,exotic,1
spartina spp.,invasive,1
prokelisia marginata,native,1
spartina alterniflora,native/invasive,1
solidago canadensis,introduced,1
bromus madritensis spp. rubens,invasive,1
vulpia octoflora,native,1
alien fishes,introduced,1
crustacean waterflea,invasive,1
daphnia pulicaria,native,1
daphnia ambigua,native,1
daphnia curvirostris,exotic,1
daphnia galeata mendotae,native,1
carduus nutans,exotic,2
grassland species,-,1
lonicera spp.,exotic,1
rosa multiflora thumb.,exotic,1
cardinalis cardinalis,native,1
turdus migratorius,native,1
native nongrass monocots,native,1
fishes,nonnative,1
cirsium pitcheri,native,1
vertebrates,native/introduced,1
herbaceous perennial and annual plant species,native/introduced,1
mammal species,native,1
old-field plants,native,1
old-field plants,introduced,1
hilaria jamesii,native,1
microarthropods,native,1
bromus tectorum,nonnative,1
dendrobaena,invasive,1
aporrectodea,invasive,1
lumbricus juveniles,invasive,1
cenchrus biflorus,exotic,1
eragrostis lehmanniana,native,1
aristida meridionalis,native,1
microseris douglasii,-,1
bromus hordeaceus,nonnative/invasive,1
asian water buffalo,exotic,1
honey bee,native,2
argentine ants,invasive,1
protea nitida,native,1
beaufortiana sp.,native,1
hemigrapsus sanguineus,invader,1
umbellularia californica,native,1
quercus agrifolia,native,1
quercus kelloggii,native,1
north american mycorrhizal fungi,native,1
european mycorrhizal fungi,native,1
north american plant species,native,1
european plants,native,1
paratrechina fulva,invasive,1
linepithema angulatum,-,1
littorina saxatilis,native,1
littorina obtusata,native,1
trematodes,native,1
gnaphalium californicum,native,1
carduus pycnocephalus,invasive,1
alloteropsis semilata,native,1
neovison vison,alien invasive,1
mustela putorius,native,1
hypericum perforatum,introduced,1
centaurea maculosa,introduced/invasive,1
c3 hay grasses,introduced,1
c4 grasses,native,1
protozoa,native,1
helminths,native,1
nonindigenous animals,introduced,1
generalist consumer,native,1
specialist consumer,native,1
terrestrial plants,alien,2
diaprepes root weevil (diaprepes abbreviatus),invasive,1
tragopogon dubius,exotic,1
lactuca serriola,exotic,1
sagebrush,native,1
brachypodium sylvaticum,native/introduced,1
generalist mollusks,native,1
generalist insect herbivores,introduced,1
pathogens,native,1
mediterranean endemic freshwater fish,native,1
sudden oak death,invasive,1
oak trees,native,1
antaresia childreni,native,1
snakes,-,2
lizards,-,1
generalist invertebrate herbivores,native,1
solanum americanum,native,1
ranunculus flagelliformis,native,1
brickellia diffusa,native,1
galium canescens,native,1
anthephora hermaphrodita,native,1
various nonnative plants,introduced,1
exotic plant species,range-expanding exotic,1
polyphagous insect herbivores,-,1
carduus nutans,targeted weed,1
harmful nonnative species,invasive,1
cyphocleonus achates,introduced,1
invasive tree,invasive,1
signal crayfish (pacifastacus leniusculus),native,1
new zealand mud snails (potamopyrgus antipodarum; nzms),invasive,1
non-native fish predators,introduced,1
nonnative bullfrogs,introduced,1
bass,introduced,1
sunfish,introduced,1
pacific treefrogs,native,1
california newts,native,1
western toads,native,1
california red-legged frogs,native,1
animal species,invasive,1
allocasuarina huegeliana,native invasive,1
brassica nigra,introduced,1
viburnum leaf beetle,invasive,1
viburnum dentatum,native,1
viburnum opulus,native,1
perca fluviatilis,native/invading,1
large sparsely rakered (lsr) whitefish,-,1
densely rakered (dr) whitefish,-,1
hieracium lepidulum,invasive,1
phytophagous insects,native/introduced,1
exotic insects,introduced,1
invasive plant generalist,invasive,1
tetranychus urticae,model species/alien,1
nematodes,invasive,1
exotic grasslands,introduced,1
native grasslands,native,1
gamba grass (andropogon gayanus),invasive,1
suillus luteus,coinvasive,1
neochmia phaeton,native,1
lissotriton vulgaris vulgaris,invader,1
multiple plant invaders,invasive,1
25 exotics,introduced,1
mycorrhizal fungi,co-invading/native,1
multiple invasive animals,invasive,1
sarcophilus harrisii,native,1
feral cats,alien/invasive,1
black rats,alien/invasive,1
small and medium-sized native prey species,native,1
amynthas hilgendorfi,invasive,1
eisenoides lonnbergi,native,1
submerged aquatic vegetation,invaded,1
melinis repens,exotic,1
schizachyrium niveum,native,1
fungal species,-,1
ambystoma californiense,native,1
rana draytonii,native,1
nonnative fish,non-native,1
pomacea maculata,introduced,1
snail kite (rostrhamus sociabilis),native,1
p. paludosa,native,1
nonnative forest insects,introduced,1
nonnative forest pathogens,introduced,1
native mussels (mytilus edulis),native,1
shore crab (carcinus maenas),native,1
austrominius modestu,native,1
hemigrapsus takanoi,native,1
renicola roscovita,native,1
annual introduced grasses,introduced,1
introduced forbs,introduced,1
native cool season grasses,native,1
native warm season grasses,native,1
thamnophis hammondii,native,2
centrarchid fish (lepomis),introduced,1
pseudacris regilla,native,2
corophium volutator,introduced,1
artemia salina,introduced,1
brachionus plicatilis,introduced,1
dunaliella teriolecta,introduced,1
skeletonema costatum,introduced,1
chironomids,-,1
orconectes propinquus,native,1
orconectes rusticus,nonindigenous,1
orconectes virilis,native,1
senna obtusifolia,invasive,1
mustela furo,invasive,1
mustela erminea,invasive,2
octochaetus,native,1
maoridrilus,native,1
deinodrilus,native,1
marmorosphax taom,native,1
kanakysaurus viviparus,native,1
sitka spruce,invasive,2
picea sitchensis,invasive,1
invasive (alien) species,alien,1
rasbora argyrotaenia,native,1
catharanthus roseus,invasive,1
sambucus canadensis,invasive,1
melia azedarch,invasive,1
argemone ochroleuca,invasive,1
eriobotrya japonica,invasive,1
pterygoplichthys pardalis,introduced,1
capitella teleta,native/introduced/alien/invasive,1
capitella aff. teleta,native/introduced/alien/invasive,1
ferrissia californica,invasive,1
ferrissia nipponica,-,1
ferrissia japonica,-,1
crangonyx floridanus,invasive,2
rutilus rubilio,native/introduced,1
atypical cyprinid,alien,1
alfalfa,nonnative,1
intermediate wheatgrass,nonnative,1
crested wheatgrass,nonnative,1
aphthona spp.,introduced,1
euphorbia esula l.,invasive,1
gutierrezia sarothrae,invasive,1
elymus spicatus,native,1
artemisia tridentata subsp. wyomingensis,native,2
pinus ponderosa douglas ex lawson c. lawson,native,1
agropyron cristatum (crested wheatgrass),native,1
taeniatherum caput-medsae (medusahead),invasive,1
warm-season native grasses,native,1
amphisteginidae,-,1
mespilus germanica,unknown,1
native tree and shrub species,native,1
non-native tree and shrub species,non-native,1
weed species,alien,1
hulluruoho,casual alien,1
kananhirssi,casual alien,1
keltapäivänkakkara,casual alien,1
myrkkyraiheinä,casual alien,1
peltopuna-alpi,casual alien,1
silkkiunikko,casual alien,1
sormiheinä,casual alien,1
verihirssi,casual alien,1
viherrevonhäntä,casual alien,1
villikaura,casual alien,1
lethocerus patruelis,non-native,1
commelina benghalensis,invasive,1
digitaria insularis,invasive,1
ipomoea grandiofolia,invasive,1
marsilea mutica,exotic,1
marsilea minuta,exotic,1
marsilea hirsuta,exotic,1
marsilea ancylopoda,exotic,1
marsilea oligospora,exotic,1
marsilea vestita,introduced,1
marsilea macropoda,introduced,1
cyperaceae,-,1
oncidium poikilostalix,native,1
thunbergia alata,invasive,1
crypticerya multicicatrices,invasive,1
crypticerya genistae,invasive,1
feral goat (capra hircus),invasive,1
psittacula krameri,non-native,1
synedrella nodiflora,invasive,1
ficus auriculata,introduced,1
ficus maclellandii,introduced,1
ficus natalensis subsp. leprieurii,introduced,1
grateloupia (species close to g. carnosa),introduced,1
grateloupia sensu lato (3 foliose and 2 filamentous species),introduced,1
corema conradii,native,1
deschampsia flexuosa,-,1
phragmites australis subsp. australis,introduced/invasive/alien,1
thesium ramosum,alien,1
comandra,native,1
geocaulon,native,1
thesium arvense,alien,1
thesium linophyllon,alien,1
european phytophagous insects,introduced,1
dendrobaena octaedra,invasive,1
agropyron trachycaulum,native,1
c4 grasses,invasive,1
pterostichus melanarius,exotic,1
native carabid assemblages,native,1
musculista senhousia,non-indigenous,1
acridotheres javanicus,invasive,1
baccharis pilularis,invasive,1
trees and shrubs,invasive,1
imperata cylindrica,native,1
eupatorium,invasive,1
calliandra eriophylla,native,1
lehmann lovegrass,introduced,1
bouteloua gracilis,native,2
euphorbia esula,exotic,1
centaurea repens,exotic,1
desirable species,native,1
undesirable plants,introduced,1
eucalyptus globulus,non-native,2
ailanthus altissima,non-native,3
robinia pseudoacacia,non-native,3
anaecypris hispanica,native,1
sonchus oleraceus,naturalized/alien/invasive,1
ricinus communis,naturalized/alien,1
oxalis corniculata,naturalized/alien,1
portulaca oleracea,naturalized/alien,1
eleusine indica,naturalized/alien,1
chenopodium album,naturalized/alien,1
capsella bursa-pastoris,naturalized/alien,1
stellaria media,naturalized/alien,1
bidens pilosa,naturalized/alien,1
datura stramonium,naturalized/alien,1
echinochloa crus-galli,naturalized/alien,1
solanum,naturalized/alien,1
euphorbia,naturalized/alien,1
carex,naturalized/alien,1
snow crab,non-native/introduced,1
ramburiella turcomana,-,1
psophus stridulus,-,1
epacromius tergestinus,-,1
sphingonotus rubescens,-,1
хestia trifida,-,1
tachinid flies,native/introduced,1
myxexoristops blondeli,pollinator,1
pachystylum bremii,pollinator,1
neaera laticornis,pollinator,1
actia pilipennis,pollinator,1
eriothrix rufomaculatus,pollinator,1
medina collaris,pollinator,1
policheta unicolor,pollinator,1
solieria pacifica,pollinator,1
strongygaster globula,pollinator,1
heracleum sosnowskyi,alien,1
pastinaca sativa,alien,1
miconia crenata,invasive,1
falkenbergia hillebrandii,stage of asparagopsis taxiformis,1
solanaceae,non-native,1
pittosporaceae,non-native,1
setaria pumila,invasive,1
echinochloa crus-galli,invasive,1
galinsoga parviflora,invasive,1
galinsoga ciliata,invasive,2
oxalis fontana,invasive,1
setaria viridis,invasive,1
alopecurus myosuroides,invasive,1
bromus sterilis,invasive,1
parthenocissus inserta,invasive,1
agrostemma githago,native,1
arnoseris minima,native,1
avena strigosa,native,1
chenopodium polyspermum,native,1
consolida regalis,native,1
veronica opaca,native,1
veronica polita,native,1
veronica agrestis,native,1
bromus secalinus,native,1
centaurea cyanus,native,1
scolothrips longicornis,native,1
solanum lycopersicum,-,1
solanum melongena,-,1
solanum tuberosum,-,1
solanum nigrum,-,1
solanum villosum,-,1
feltiella acarisuga,-,1
stethorus gilvifrons,-,1
phytoseiulus persimilis,-,1
aculus taihangensis,introduced,1
euseius stipulatus,native,1
typhlodromus (typhlodromus) exhilaratus,native,1
aceria alhagi,introduced,1
alhagi maurorum,invasive,1
melaleuca alternifolia,native,1
gaultheria procumbens,native,1
potamopyrgus antipodarum,alien,1
unspecified species with invasive potential,invasive,1
muhlenbergia schreberi,introduced,1
amaranthus spinosus,alien,1
amaranthus diacanthus,alien,1
setaria adhaerens,alien,1
asclepias syriaca,introduced,1
gunnera tinctoria,introduced,1
lysichiton americanus,introduced,1
myriophyllum aquaticum,introduced,2
pennisetum setaceum,introduced,1
cabomba caroliniana,introduced,1
lagarosiphon major,introduced,1
heracleum mantegazzianum,alien,2
heracleum persicum,alien,1
iva xanthiifolia,invasive,1
negundo aceroides,invasive,1
ulmus pumila,alien,1
elaeagnus angustifolia,alien,1
canis aureus,introduced,1
alien tree species,alien,1
mycorrhizal fungi,alien/invasive,1
pines,alien/invasive,1
ectomycorrhizal fungi,alien/invasive,1
pterygoplichthys pardalis,invasive,2
manihot esculenta,alien,1
cyperus esculentus,alien,1
bromus catharticus,invasive,1
luperomorpha xanthodera,invasive,1
great-spotted woodpecker,native,1
lesser-spotted woodpecker,native,1
green ash,invasive,1
boxelder maple,invasive,1
hybrid wild grapes,invasive,1
cultivation pests,alien,1
food pests,alien,1
wood-destroying pests,alien,1
domestic insects and arachnids,alien,1
archaeophytes,native/introduced,1
crabs,introduced,1
f. flamingo,-,1
gynandrotaenia stammeri,-,1
eurycestus avoceti,-,1
acuariinae (larval spirurids),-,1
rorippo amphibiae-potentilletum reptantis,introduced,1
ferrissia fragilis,invasive,1
ferrissia wautieri,-,1
ferrissia clessiniana,-,1
pistia stratiotes,alien,3
salvinia natans,native,1
salvinia laevigatum,native,1
amatitlania nigrofasciata,invasive,1
brachidinium,-,1
asterodinium,-,1
microceratium,-,1
karenia papilionacea,-,1
phanerophytes,native,1
pinus nigra,non-invasive,1
isodontia mexicana,invasive,1
mytilopsis leucophaeata,invasive,2
corbicula fluminalis,invasive,1
ferrisia californica,non-indigenous,1
physella acuta,non-indigenous,1
eobania vermiculata,non-indigenous,1
purple loosestrife (lythrum salicaria l.),invasive,1
tamarisk (tamarix spp.),invasive,1
water hyacinth (eichhornia crassipes),invasive,1
cogon grass (imperata cylindrica),invasive,1
mile-a-minute weed (persicaria perfoliata l.),invasive,1
corn,native/introduced,1
switchgrass,native/introduced,1
camelina,native/introduced,1
canola,native/introduced,1
piaractus mesopotamicus,alien,1
heliotropium curassavicum,invasive,1
polypogon viridis,native,1
"asteraceae, poaceae, chenopodiaceae, and fabaceae",-,1
therophytes and cryptophytes,-,1
bombus pauloensis,-,1
acanthoscelides pallidipennis,invasive,1
megachile (callomegachile) sculpturalis,invasive,1
gyrodactylus proterorhini,co-introduced,1
aboriginal plant and animal species,native,1
cuscuta campestris,invasive,2
cuscuta,invasive,1
aesculus hippocastanum,invasive,4
european honey bee,native,1
sacbrood virus,pathogen,1
tomato ringspot virus,pathogen,1
deformed wing virus,pathogen,1
bee-associated viruses,pathogen,1
european hedgehogs,invasive,1
common brushtail possums,invasive,1
norway rats,invasive,1
geranium maculatum,native,1
dutch neophytes,introduced,1
alien invasive organisms,invasive,1
mytilopsis sallei,alien,1
acacia floribunda,non-invasive,1
trichilogaster acaciaelongifoliae,biological control agent,1
acacia longifolia,invasive alien,1
slavonian grebe,native,1
hooded crow,-,1
urosalpinx cinerea,native,1
eupleura caudata,native,1
busycotypus canaliculatus,native,1
busycon carica,native,1
hitchhiking species,introduced,1
disease causing organisms,introduced,1
halocaridina rubra,native,1
gossypium tomentosum,native,1
carpenter bees,introduced,1
gossypium hirsutum,introduced,1
plants brought by polynesian settlers,introduced,1
species introduced since european contact,introduced,1
early successional species,introduced,1
cyrtosomum penneri,-,1
mesocoelium monas,-,1
parapharyngodon sp.,-,1
acuariidae gen. sp.,-,1
lantana peduncularis,native,1
maesa tetrandra,introduced,1
spathodea campanulata,introduced,1
ipomoea batatas,native/introduced,1
rattus rattus (black rat),invasive,1
rattus exulans (pacific rat),invasive,1
squamata,-,1
alien shrubs,alien,1
